"brand_search","food_code","product_name","maker","category_1","category_3","serving_size","calories","protein_g","sugar_g","sodium_mg","saturated_fat_g","report_number","updated_at"
"비비고","P123-302030100-0326","비비고김치만두","주식회사 푸드웨어","즉석식품류","만두","100g","167.000","8.33","2.67","460.000","2.00","20030493186400","2026-05-07"
"비비고","P114-101010200-0034","비비고김치볶음","주식회사 동방푸드마스타","절임류 또는 조림류","김치","100g","73.00","2.00","4.67","720.000","0.67","199104450776632","2026-05-07"
"비비고","P123-212020200-0246","비비고김치볶음","씨제이제일제당(주) 진천 BLOSSOM CAMPUS 3동","즉석식품류","즉석섭취식품","100g","70.00","2.00","4.00","780.000","0.00","2019045020865","2026-05-07"
"비비고","P123-302030100-0327","비비고김치왕교자","씨제이제일제당㈜","즉석식품류","만두","100g","175.000","6.00","4.00","420.000","2.00","19870190051530","2026-05-07"
"비비고","P123-201020300-1674","비비고깍두기볶음밥","㈜선양","즉석식품류","즉석조리식품","100g","164.000","3.98","2.99","308.000","1.99","20080308157294","2026-05-07"
"비비고","P123-201020300-1675","비비고깍두기볶음밥","㈜시아스","즉석식품류","즉석조리식품","100g","164.000","3.98","2.99","308.000","1.99","200504150202055","2026-05-07"
"비비고","P123-210020300-0064","비비고꽁치김치조림","씨제이제일제당㈜","즉석식품류","즉석조리식품","100g","181.000","8.89","6.11","861.000","2.78","199804430141648/19910144038748","2026-05-07"
"비비고","P123-201020300-1676","비비고낙지비빔밥","㈜시아스","즉석식품류","즉석조리식품","100g","156.000","4.59","2.29","202.000","0.92","200504150202254","2026-05-07"
"비비고","P123-201020300-1677","비비고낙지비빔밥","씨제이제일제당㈜","즉석식품류","즉석조리식품","100g","161.000","3.41","2.93","361.000","0.78","2018045028561","2026-05-07"
"비비고","P117-502050200-0266","비비고남도떡갈비","씨제이제일제당(주)진천BLOSSOM CAMPUS","","","100g","320.000","12.00","6.00","460.000","9.00","2018042302859","2026-05-14"
"비비고","P123-302030100-0824","비비고납작교자","씨제이제일제당㈜","즉석식품류","만두","100g","205.000","8.00","2.00","310.000","3.70","19870190051653","2026-05-07"
"비비고","P123-205020300-0614","비비고누룽지닭백숙죽","씨제이제일제당㈜","즉석식품류","즉석조리식품","100g","54.00","2.50","0.25","218.000","0.00","19910144038705","2026-05-07"
"비비고","P123-201020300-1682","비비고닭가슴살볶음밥","㈜시아스","즉석식품류","즉석조리식품","100g","99.00","2.14","0.71","155.000","0.67","200504150202397","2026-05-07"
"비비고","P123-201020300-1683","비비고닭가슴살볶음밥","씨제이제일제당㈜","즉석식품류","즉석조리식품","100g","198.000","4.29","1.43","310.000","1.33","201804502859","2026-05-07"
"비비고","P123-201020300-1684","비비고닭갈비볶음밥","㈜시아스","즉석식품류","즉석조리식품","100g","200.000","5.45","4.09","436.000","2.73","200504150203068","2026-05-07"
"비비고","P123-201020300-1685","비비고닭갈비볶음밥","씨제이제일제당㈜","즉석식품류","즉석조리식품","100g","200.000","6.36","3.18","518.000","1.91","2018045028569","2026-05-07"
"비비고","P120-100060000-0019","비비고도톰해물완자","씨제이제일제당㈜","수산가공식품류","해당없음","100g","115.000","9.00","5.00","530.000","0.60","2018045028525","2026-05-07"
"비비고","P123-207020300-0394","비비고동태탕","씨제이제일제당㈜","즉석식품류","즉석조리식품","100g","37.00","6.74","0.43","413.000","0.13","20020464088320","2026-05-07"
"비비고","P123-210020300-0066","비비고돼지갈비찜","씨제이푸드빌주식회사","즉석식품류","즉석조리식품","100g","136.000","12.78","7.78","606.000","1.11","199804430141381","2026-05-07"
"비비고","P123-208020300-0163","비비고돼지김치콩비지찌개","씨제이제일제당㈜","즉석식품류","즉석조리식품","100g","81.00","5.40","0.60","434.000","1.20","20020464088294","2026-05-07"
"비비고","P123-208020300-0164","비비고된장찌개","㈜성보","즉석식품류","즉석조리식품","100g","79.00","2.17","0.43","3.00","0.00","20130443168597","2026-05-07"
"비비고","P123-208020300-1296","비비고된장찌개용육수와건더기","주식회사 동방푸드마스타","즉석식품류","즉석조리식품","100g","51.00","3.04","1.52","346.000","0.28","199104450778006","2026-05-07"
"비비고","P123-208020300-0166","비비고두부김치찌개","주식회사 미정","즉석식품류","즉석조리식품","100g","34.00","2.40","0.80","340.000","0.28","20010538182326","2026-05-07"
"비비고","P123-302030100-0329","비비고든든소고기한섬만두","씨제이제일제당㈜","즉석식품류","만두","100g","161.000","7.50","2.19","356.000","3.75","19870190051616","2026-05-07"
"비비고","P123-302030100-0330","비비고든든한섬만두","씨제이제일제당㈜","즉석식품류","만두","100g","185.000","6.25","2.60","365.000","3.65","19870190051615","2026-05-07"
"비비고","P123-207020300-3911","비비고떡만둣국","㈜원푸드림","즉석식품류","즉석조리식품","100g","123.000","5.31","0.38","499.000","1.26","200306073752936","2026-05-07"
"비비고","P123-207020300-3912","비비고떡만둣국","㈜청미","즉석식품류","즉석조리식품","100g","123.000","5.31","0.38","499.000","1.26","200003682251219","2026-05-07"
"비비고","P123-207020300-4033","비비고떡만둣국","㈜비지에프푸드 전북","즉석식품류","즉석조리식품","100g","123.000","5.31","0.38","499.000","1.26","200804940611407","2026-05-07"
"비비고","P123-210020300-0067","비비고매운돼지갈비찜","씨제이푸드빌주식회사","즉석식품류","즉석조리식품","100g","152.000","11.11","6.11","656.000","2.78","199804430141531","2026-05-07"
"비비고","P123-302030100-0331","비비고매운왕교자","씨제이제일제당㈜","즉석식품류","만두","100g","221.000","6.75","3.90","392.000","4.68","19870190051555","2026-05-07"
"비비고","P123-302030100-0332","비비고매운왕교자","씨제이제일제당㈜","즉석식품류","만두","100g","221.000","6.75","3.90","392.000","4.68","19870190051573","2026-05-07"
"비비고","P123-302030100-3300","비비고매운왕교자","씨제이제일제당㈜","즉석식품류","만두","100g","221.000","6.75","3.90","392.000","4.68","2024_RD_10451","2026-06-01"
"비비고","P123-302030100-3301","비비고매운왕교자","씨제이제일제당㈜","즉석식품류","만두","100g","221.000","6.75","3.90","392.000","4.68","2024_RD_10452","2026-06-01"
"비비고","P123-302030100-0825","비비고매콤납작교자","씨제이제일제당㈜","즉석식품류","만두","100g","220.000","8.00","2.00","290.000","3.50","19870190051655","2026-05-07"
"비비고","P123-302030100-0333","비비고물만두","씨제이제일제당㈜","즉석식품류","만두","100g","193.000","7.57","2.70","414.000","2.97","19870190051561","2026-05-07"
"비비고","P123-207020300-0395","비비고미역국","씨제이제일제당㈜","즉석식품류","즉석조리식품","100g","24.00","1.20","0.00","284.000","0.36","20020464088237","2026-05-07"
"비비고","P123-212020200-0073","비비고베이컨김치볶음","주식회사 동방푸드마스타","즉석식품류","즉석섭취식품","100g","93.00","4.29","4.29","714.000","1.00","199104450777387","2026-05-07"
"비비고","P123-201020300-1686","비비고불고기비빔밥","㈜시아스","즉석식품류","즉석조리식품","100g","166.000","4.39","2.44","317.000","0.88","200504150202255","2026-05-07"
"비비고","P123-201020300-1687","비비고불고기비빔밥","씨제이제일제당㈜","즉석식품류","즉석조리식품","100g","166.000","4.39","2.44","317.000","0.88","2018045028511","2026-05-07"
"비비고","P123-207020300-0397","비비고사골곰탕","㈜성보","즉석식품류","즉석조리식품","100g","7.00","0.60","0.00","264.000","0.16","20130443168589","2026-05-07"
"비비고","P123-207020300-0398","비비고사골곰탕","씨제이제일제당㈜","즉석식품류","즉석조리식품","100g","6.00","0.60","0.00","246.000","0.14","201904502081/20020464088201","2026-05-07"
"비비고","P123-207020300-0399","비비고사골곰탕","씨제이푸드빌주식회사","즉석식품류","즉석조리식품","100g","6.00","0.80","0.00","224.000","0.00","199804430141306","2026-05-07"
"비비고","P117-700060000-0044","비비고삼계탕","㈜참프레","식육가공품 및 포장육","해당없음","100g","88.00","8.75","0.00","129.000","1.38","20130476004155","2026-05-07"
"비비고","P123-205020300-0622","비비고새우계란죽","씨제이제일제당㈜","즉석식품류","즉석조리식품","100g","57.00","1.67","0.24","188.000","0.31","19910144038754","2026-05-07"
"비비고","P123-201020300-1688","비비고새우볶음밥","㈜시아스","즉석식품류","즉석조리식품","100g","212.000","3.81","1.43","338.000","1.90","200504150202396","2026-05-07"
"비비고","P123-201020300-1689","비비고새우볶음밥","씨제이제일제당㈜","즉석식품류","즉석조리식품","100g","179.000","3.33","0.95","376.000","0.81","2018045028510","2026-05-07"
"비비고","P123-207020300-0401","비비고설렁탕","㈜ 교동식품","즉석식품류","즉석조리식품","100g","16.00","1.80","0.00","246.000","0.40","19970440082412","2026-05-07"
"비비고","P123-207020300-3913","비비고소고기무국","씨제이제일제당㈜","즉석식품류","즉석조리식품","100g","10.00","1.20","0.40","278.000","0.00","199804430141888","2026-05-07"
"비비고","P123-201020300-1690","비비고소고기볶음밥","씨제이제일제당㈜","즉석식품류","즉석조리식품","100g","178.000","4.00","1.50","350.000","1.10","2018045028571","2026-05-07"
"비비고","P123-205020300-0623","비비고소고기죽","씨제이제일제당㈜","즉석식품류","즉석조리식품","100g","56.00","2.38","0.71","198.000","0.14","201904502084","2026-05-07"
"비비고","P123-302030100-0335","비비고소고기한섬만두","씨제이제일제당㈜","즉석식품류","만두","100g","258.000","14.06","3.13","422.000","3.13","19870190051558","2026-05-07"
"비비고","P123-207020300-0407","비비고알탕","씨제이제일제당㈜","즉석식품류","즉석조리식품","100g","38.00","4.77","0.45","330.000","0.11","20020464088307","2026-05-07"
"비비고","P123-302030100-0336","비비고왕교자","씨제이제일제당㈜","즉석식품류","만두","100g","205.000","7.00","3.00","350.000","4.00","19870190051524","2026-05-07"
"비비고","P123-302030100-0337","비비고왕교자 Light","씨제이제일제당㈜","즉석식품류","만두","100g","135.000","8.00","3.00","370.000","0.70","19870190051639","2026-05-07"
"비비고","P123-203020200-3472","비비고왕교자김밥","(주)원푸드림 주촌지점","즉석식품류","즉석섭취식품","100g","194.000","4.55","2.23","397.000","1.33","20170607069426","2026-05-07"
"비비고","P123-203020200-3473","비비고왕교자김밥","㈜푸드플래닛","즉석식품류","즉석섭취식품","100g","194.000","4.55","2.23","397.000","1.33","201503831781468","2026-05-07"
"비비고","P123-207020300-0408","비비고육개장","㈜ 교동식품","즉석식품류","즉석조리식품","100g","53.00","2.60","1.20","390.000","0.42","19970440082207","2026-05-07"
"비비고","P123-302030100-2059","비비고육즙가득고기만두","씨제이제일제당㈜","즉석식품류","만두","100g","180.000","7.00","3.00","390.000","3.50","19870190051667","2026-05-07"
"비비고","P123-205020300-0626","비비고전복죽","씨제이제일제당㈜","즉석식품류","즉석조리식품","100g","55.00","1.43","0.48","190.000","0.17","201904502086","2026-05-07"
"비비고","P123-302030100-0338","비비고찐만두","씨제이제일제당㈜","즉석식품류","만두","100g","190.000","5.87","2.30","301.000","3.83","19870190051535","2026-05-07"
"비비고","P123-302030100-3302","비비고찐만두","씨제이제일제당㈜","즉석식품류","만두","100g","190.000","5.87","2.30","301.000","3.83","2024_RD_10453","2026-06-01"
"비비고","P123-201020300-1691","비비고차돌깍두기볶음밥","씨제이제일제당㈜","즉석식품류","즉석조리식품","100g","166.000","2.93","1.95","527.000","1.22","2018045028563","2026-05-07"
"비비고","P123-302030100-0340","비비고청양고추찐만두","씨제이제일제당㈜","즉석식품류","만두","100g","149.000","6.12","1.79","291.000","3.32","19870190051537","2026-05-07"
"비비고","P101-104000100-0105","비비고칩스위트콘","씨제이씨푸드(주)","과자류·빵류 또는 떡류","과자","100g","600.000","2.50","2.50","425.000","20.00","20040358062190","2026-05-07"
"비비고","P101-104000100-0106","비비고칩오리지널","씨제이씨푸드(주)","과자류·빵류 또는 떡류","과자","100g","600.000","2.50","1.75","675.000","20.00","20040358062188","2026-05-07"
"비비고","P101-104000100-0107","비비고칩타코와사비","씨제이씨푸드(주)","과자류·빵류 또는 떡류","과자","100g","586.000","4.29","4.29","593.000","16.43","20040358062196","2026-05-07"
"비비고","P101-104000100-0108","비비고칩포테이토","씨제이씨푸드(주)","과자류·빵류 또는 떡류","과자","100g","638.000","2.50","1.75","675.000","22.50","20040358062189","2026-05-07"
"비비고","P123-210020300-0068","비비고코다리무조림","씨제이제일제당㈜","즉석식품류","즉석조리식품","100g","69.00","8.57","5.71","491.000","0.00","199804430141688/19910144038746","2026-05-07"
"비비고","P123-207020300-3914","비비고콩나물황태국","씨제이제일제당㈜","즉석식품류","즉석조리식품","100g","15.00","2.40","0.60","322.000","0.00","199804430141887","2026-05-07"
"비비고","P117-800050200-0105","비비고한입떡갈비","씨제이제일제당(주)진천BLOSSOM CAMPUS","식육가공품 및 포장육","분쇄가공육제품","100g","310.000","14.00","8.00","500.000","7.00","2018042302861","2026-05-07"
